internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
18227054,Reinhardtius hippoglossoides,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PLEURONECTIDAE,Reinhardtius,hippoglossoides,,,,,"(Walbaum, 1792)","According to results from genetics studies, Orlova et al. (2019) proposed that the Pacific subpopulation be considered a subspecies with name Reinhardtius hippoglossoides matsuurae (Jordan and Snyder, 1901) or possibly as a separate species with the available name, Reinhardtius matsuurae (Jordan and Snyder, 1901). Further taxonomic study is needed to determine if more than one species should be recognized. Until such work is completed, only one species is recognized for the purposes of the Red List assessment."
198731,Scophthalmus maximus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SCOPHTHALMIDAE,Scophthalmus,maximus,,,,,"(Linnaeus, 1758)","The taxonomic history of this species is complicated in the Black Sea region (Parin et al. 2014). Scophthalmus maeoticus has been considered a junior synonym of S. maximus with uncertainty by some workers (Chanet 2003, Suzuki et al. 2004, Nielsen et al. 2004, Bailly and Chanet 2010). Scophthalmus maeoticus has also been considered as a subspecies of S. maximus by some (Parin et al. 2014), but both cytogenetic and population genetic data suggest that these two nominal species are part of the same species (Bouza et al. 1995, do Prado et al. 2018). Currently, the subpopulation in the Black Sea is very likely isolated from other residual Mediterranean subpopulations due to the high temperature of the Mediterranean waters. A notable genetic differentiation has been reported in the subpopulation inhabiting the Black Sea, but this differentiation is similar to that of other residual subpopulations in the Mediterranean Sea (do Prado et al. 2018). This has prompted some authors (Turan et al. 2019) to claim that S. maeoticus and S. maximus are different species. A study by Firidin et al. (2020) that used mitochondrial DNA concluded that only S. maximus occurs in the Black Sea. Based on evidence provided in Firidin et al. (2020), it is concluded that S. maeoticus is a junior subjective synonym of S. maximus even if sampling conditions differed from those reported in Turan et al. (2019) (B. Chanet and T. Munroe pers. comm. 2020). This species is still frequently referred to in the literature as Psetta maxima, but the proper generic placement and nomenclature is Scophthalmus maximus (Bouza et al. 1995, Bailly and Chanet 2010). Different scientific names are used for this species in the coastal countries of the Black Sea. For example, in Russia, the name S. maeoticus is used, while in the Ukraine, both S. maximus and Psetta maeoticus are used. The region-level stock assessment conducted by the General Fisheries Commission for the Mediterranean (GFCM) primarily refers to this nominal species as S. maximus (V. Shlyakhov pers. comm. 2020)."
16425354,Beryx splendens,ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,BERYCIDAE,Beryx,splendens,,,,,"Lowe, 1834",""
43972,Polyprion americanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POLYPRIONIDAE,Polyprion,americanus,,,,,"(Bloch &amp; Schneider, 1801)","The degree of genetic separation between Polyprion americanus populations in the Atlantic, and those occurring in the southern Pacific (Australia and New Zealand) is similar to the degree of separation seen between P. americanus and congener P. oxygenios. Given ongoing developments in genetic sequencing, further examination may re-define Polyprion systematics."
154816,Sebastes mentella,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,SEBASTIDAE,Sebastes,mentella,,,,,"Travin, 1951",""
155168,Hoplostethus atlanticus,ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,TRACHICHTHYIDAE,Hoplostethus,atlanticus,,,,,"Collett, 1889",""
161691,Raja brachyura,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,brachyura,,,,,"LaFont, 1871","This species has been confused with Spotted Skate (Raja montagui) in the Atlantic, and with Spotted Skate and Speckled Skate (Raja polystigma) in the Mediterranean Sea (Bertozzi et al. 2003, Serena et al. 2010)."
41801,Echinorhinus brucus,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ECHINORHINIDAE,Echinorhinus,brucus,,,,,"(Bonnaterre, 1788)",Genetics studies have led some researchers to suspect that there may be an undescribed species of Echinorhinus off Oman and elsewhere in the Arabian Sea region (Henderson et al. 2016).
161425,Raja undulata,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,undulata,,,,,"Lacepède, 1802",""
91209505,Squalus acanthias,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SQUALIDAE,Squalus,acanthias,,,,,"Linnaeus, 1758","While there are reported subpopulations of Squalus acanthias (Linnaeus, 1758) elsewhere in the world, the North Pacific subpopulation is now considered a separate species, Squalus suckleyi (Girard, 1854) (see Ebert et al. 2010). Further taxonomic studies on this genus are required, including in relation to Mediterranean and Black Sea subpopulations. In Europe, three subpopulations are inferred to occur."
41798,Deania calceus,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Deania,calceus,,,,,"(Lowe, 1839)",A taxonomic review of this group is required to properly identify the species of this genus.
63114,Chimaera monstrosa,ANIMALIA,CHORDATA,CHONDRICHTHYES,CHIMAERIFORMES,CHIMAERIDAE,Chimaera,monstrosa,,,,,"Linnaeus,1758",""
161388,Etmopterus spinax,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,spinax,,,,,"(Linnaeus, 1758)",""
11200,Lamna nasus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Lamna,nasus,,,,,"(Bonnaterre, 1788)",""
60213,Somniosus microcephalus,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Somniosus,microcephalus,,,,,"(Bloch &amp; Schneider, 1801)","Yano et al. (2004) confirm that sleeper sharks found in the South Atlantic Ocean and Southern Ocean are a separate species, Somniosus antarcticus Whitley, 1939."
161485,Mustelus punctulatus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,punctulatus,,,,,"Risso, 1827",The distribution of the two other Mustelus species (M. asterias and M. mustelus) overlap with this species and misidentification is probably common.
63141,Oxynotus centrina,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,OXYNOTIDAE,Oxynotus,centrina,,,,,"(Linnaeus, 1758)","The Oxynotus recorded as O. centrina from Angola, Namibia, and South Africa may not be that species but an undescribed one, differing from O. centrina in having a much shorter interdorsal space. If this is correct, the records of O. centrina from tropical West Africa need to be reexamined, but until the problem is resolved the southern and southwestern African Oxynotus is retained in O. centrina (Bass et al. 1976)."
161484,Scyliorhinus stellaris,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,SCYLIORHINIDAE,Scyliorhinus,stellaris,,,,,"(Linnaeus, 1758)",This species is possibly sometimes confused with the smaller Smallspotted Catshark (Scyliorhinus canicula).
41747,Centroscymnus coelolepis,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,SOMNIOSIDAE,Centroscymnus,coelolepis,,,,,"Barbosa du Bocage &amp; de Brito Capello, 1864",""
39381,Prionace glauca,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Prionace,glauca,,,,,"(Linnaeus, 1758)",""
161453,Dasyatis pastinaca,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Dasyatis,pastinaca,,,,,"(Linnaeus, 1758)","The abundance and geographic range of this species may have been previously overestimated because of confusion between two species (D. tortonesei and D. pastinaca). It is likely that a distinct Dasyatis species lives in the Mediterranean Sea, but with nomenclature issues that are under investigation (Serena 2005, Last et al. 2016)."
39339,Alopias vulpinus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ALOPIIDAE,Alopias,vulpinus,,,,,"(Bonnaterre, 1788)","A study using allozymes as a genetic marker (Eitner 1995) indicated that an unrecognized fourth species of Alopias may exist, however this claim was based on data from a single shark specimen likely to have been A. vulpinus. Recent work investigating population structure of all three Alopias species using mitochondrial DNA control region sequences (Trejo 2005) has found no evidence indicating that a fourth species of thresher sharks exists."
39352,Galeorhinus galeus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Galeorhinus,galeus,,,,,"(Linnaeus, 1758)",""
39357,Mustelus asterias,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,asterias,,,,,"Cloquet, 1819",""
39400,Raja microocellata,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Raja,microocellata,,,,,"Montagu, 1818","There is some potential for confusion with regards the common names of this species. In some areas, Smalleyed Skate may be called Painted Ray or Sandy Ray, though these common names are also used for the Undulate Skate (Raja undulata) and the Sandy Skate (Leucoraja circularis), respectively."
6229,Dalatias licha,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,DALATIIDAE,Dalatias,licha,,,,,"(Bonnaterre, 1788)",""
4292,Cetorhinus maximus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,CETORHINIDAE,Cetorhinus,maximus,,,,,"(Gunnerus, 1765)",""
61408,Rostroraja alba,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rostroraja,alba,,,,,"(Lacepède, 1803)",""
41871,Centrophorus squamosus,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,CENTROPHORIDAE,Centrophorus,squamosus,,,,,"(Bonnaterre, 1788)",""
161569,Myliobatis aquila,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,MYLIOBATIDAE,Myliobatis,aquila,,,,,"(Linnaeus, 1758)","It is unclear whether this, or a similar, species occurs along the east and west African coasts and Mediterranean Sea. A systematic review of this species is needed in these areas. This species is sometimes confused with Duckbill Eagle Ray (Aetomylaeus bovinus)."
161913,Pulsatilla vulgaris,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RANUNCULALES,RANUNCULACEAE,Pulsatilla,vulgaris,,,,,Mill.,Described as synonym of Anemone pulsatilla L. by The Plant List .
58521336,Tulostoma niveum,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AGARICACEAE,Tulostoma,niveum,,,,,Kers,""
70560176,Nothophantes horridus,ANIMALIA,ARTHROPODA,ARACHNIDA,ARANEAE,LINYPHIIDAE,Nothophantes,horridus,,,,,"Merrett &amp; Stevens, 1995","The Horrid Ground-weaver (Nothophantes horridus Merrett &amp; Stevens, 1995) is a recently described species of small linyphiid spider (total body length of just 2.5 mm). It is also the only known representative of the genus."
68460220,Pseudomogoplistes vicentae,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,MOGOPLISTIDAE,Pseudomogoplistes,vicentae,,,,,"Gorochov, 1996",""
79740183,Sorbus admonitor,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,admonitor,,,,,M.Proctor,""
79748410,Sorbus cambrensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,cambrensis,,,,,M.Proctor,""
79748432,Sorbus cheddarensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,cheddarensis,,,,,L.Houston &amp; Ashley Robertson,""
79748466,Sorbus cuneifolia,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,cuneifolia,,,,,T.C.G.Rich,""
79748504,Sorbus devoniensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,devoniensis,,,,,E.F.Warb.,""
79748524,Sorbus eminentiformis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,eminentiformis,,,,,T.C.G.Rich,""
79748575,Sorbus eminentoides,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,eminentoides,,,,,L.Houston,""
79749246,Sorbus leighensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,leighensis,,,,,T.C.G.Rich,""
79749266,Sorbus margaretae,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,margaretae,,,,,M.Proctor,""
79749277,Sorbus minima,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,minima,,,,,(Ley) Hedl.,""
79749327,Sorbus parviloba,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,parviloba,,,,,T.C.G.Rich,"Flow cytometry shows that the type tree is tetraploid, whilst other individuals previously ascribed to S. parviloba are triploid (Pellicer et al. 2012); a reconsideration of its taxonomic status may be required as only one individual is currently known (T. Rich pers. comm. 2016)."
79749347,Sorbus porrigentiformis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,porrigentiformis,,,,,E.F.Warb.,""
79749367,Sorbus pseudomeinichii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,pseudomeinichii,,,,,Ashley Robertson,""
79749438,Sorbus rupicoloides,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,rupicoloides,,,,,L.Houston &amp; T.G.C.Rich,""
79749856,Sorbus stenophylla,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,stenophylla,,,,,M.Proctor,There are two forms of this pentaploid species (M. Lepší and T.C.G. Rich pers. comm. 2016)
79749967,Sorbus stirtoniana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,stirtoniana,,,,,T.C.G.Rich,Named in honour of Prof. Charles Stirton for his work in establishing the National Botanic Garden of Wales.
79750042,Sorbus whiteana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,whiteana,,,,,T.C.G.Rich &amp; L.Houston,""
61966807,Ulmus glabra,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ULMACEAE,Ulmus,glabra,,,,,Huds.,""
34728,Sorbus eminens,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,eminens,,,,,E.F.Warb.,"The species is an apomictic hybrid. Studies show that S. eminens is a a tetraploid derived from S. aria and S. porrigentiformis.We follow a more restricted view than originally described by Warburg (1957), as set out in Rich et al. (2010)."
34739,Sorbus leptophylla,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,leptophylla,,,,,E.F.Warb.,""
34723,Sorbus leyana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,leyana,,,,,Wilmott,The species is an apomictic product of a cross between S. aucuparia L. and S. rupicola (Syme) Hedl or S. porrigentiformis Warb. sensu lato.
34722,Sorbus subcuneata,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,subcuneata,,,,,Wilmott,""
34725,Sorbus vexans,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,vexans,,,,,E.F.Warb.,""
34732,Sorbus wilmottiana,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,wilmottiana,,,,,E.F.Warb.,""
34735,Sorbus arranensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,arranensis,,,,,Hedl.,The species is apomictic and a fully fertile hybrid of S. aucuparia L. and S. rupicola (Syme) Hedl.
34741,Sorbus bristoliensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,bristoliensis,,,,,Wilmott,""
34720,Sorbus pseudofennica,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,pseudofennica,,,,,E.F.Warb.,The parent species are S. arranensis Hedl. and S. aucuparia L. For further details see Robertson et al. (2004).
83571713,Lycopodium issleri,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,LYCOPODIALES,LYCOPODIACEAE,Lycopodium,issleri,,,,,(Rouy) Domin,"Lycopodium issleri is an allopolyploid species, sometimes considered an hybrid between L. alpinum and L. complanatum."
84375767,Anacamptodon splachnoides,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,AMBLYSTEGIACEAE,Anacamptodon,splachnoides,,,,,(Froel. ex Brid.) Brid.,""
78591552,Adelanthus lindenbergianus,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,ADELANTHACEAE,Adelanthus,lindenbergianus,,,,,(Lehm.) Mitt.,""
86091653,Sorbus greenii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,greenii,,,,,T.C.G.Rich,""
86095479,Sorbus herefordensis,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,herefordensis,,,,,D.Green,""
86105340,Sorbus richii,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,richii,,,,,L.Houston,""
86105618,Sorbus spectans,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,ROSACEAE,Sorbus,spectans,,,,,L.Houston,""
86807246,Pedostrangalia revestita,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,CERAMBYCIDAE,Pedostrangalia,revestita,,,,,"(Linnaeus, 1767)",""
87328539,Corticeus fraxini,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,TENEBRIONIDAE,Corticeus,fraxini,,,,,"(Kugelann, 1794)",""
