Main group,Taxon group,Scientific Name,Common name,Conservation action needed,Avoid negative impacts,Watching brief only,Link to Species Records on NBN Gateway,Threatened species,Legally protected species,S1 - on UKBAP list,S2 - Internatnl. Obligation,S3 - Rare in the UK (<16 10km sqs),S4 - <6 Scottish 10km sqs,S5 - >25% Scottish Decline,S6a - Endemic to Scotland,S6b - endemic sub-species/ race,Taxon Version Key,UKBAP Code
Fungi,lichen,Leptogium intermedium,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NBNSYS0000018784,
Fungi,lichen,Leptogium saturninum,a Lichen,-,-,Yes,NBN map,VU,-,Yes,-,-,-,-,-,-,NBNSYS0000018787,2378
Fungi,lichen,Leucocarpia biatorella,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0001487779,
Fungi,lichen,Lichinodium sirosiphoideum,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,BMSSYS0000010693,
Fungi,lichen,Lithothelium phaeosporum,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,BMSSYS0000010712,
Fungi,lichen,Lobaria amplissima,Parchment lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019310,
Fungi,lichen,Lobaria pulmonaria,Lungwort,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019311,
Fungi,lichen,Lobaria scrobiculata, 'Lob Scrob',-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019312,
Fungi,lichen,Lobaria virens,Green Satin lichen ,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019313,
Fungi,lichen,Lopadium coralloideum,a Lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,-,-,-,-,NBNSYS0000041617,
Fungi,lichen,Lopadium pezizoideum,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NHMSYS0001488490,
Fungi,lichen,Megalospora tuberculosa,a Lichen,-,-,Yes,NBN map,NT,-,-,Yes,-,-,-,-,-,NBNSYS0000018798,2410
Fungi,lichen,Melanelia subargentifera,a Lichen,Yes,Yes,-,NBN map,CR,-,-,-,Yes,Yes,-,-,-,NBNSYS0000018902,2416
Fungi,lichen,Melaspilea atroides,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000039677,
Fungi,lichen,Melaspilea interjecta,a Lichen,-,-,Yes,NBN map,DD,-,-,Yes,Yes,Yes,-,-,-,NBNSYS0000039679,
Fungi,lichen,Menegazzia terebrata,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000018808,
Fungi,lichen,Micarea alabastrites,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000018810,
Fungi,lichen,Micarea assimilata,a Lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000018811,
Fungi,lichen,Micarea contexta,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039680,
Fungi,lichen,Micarea crassipes,a Lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039683,
Fungi,lichen,Micarea elachista,a Lichen,Yes,Yes,-,NBN map,EN,-,-,-,Yes,Yes,-,-,-,BMSSYS0000020536,
Fungi,lichen,Micarea eximia,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,BMSSYS0000011211,
Fungi,lichen,Micarea hedlundii,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000018817,
Fungi,lichen,Micarea olivacea,a Lichen,-,-,Yes,NBN map,DD,-,-,Yes,Yes,Yes,-,Yes,-,NBNSYS0000018831,
Fungi,lichen,Micarea paratropa,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,Yes,-,-,-,-,BMSSYS0000011219,
Fungi,lichen,Micarea pycnidiophora,a Lichen,-,-,Yes,NBN map,NT,-,-,Yes,-,Yes,-,-,-,NHMSYS0001489465,
Fungi,lichen,Micarea stipitata,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000018835,
Fungi,lichen,Micarea subconfusa,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,BMSSYS0000011224,
Fungi,lichen,Micarea submilliaria,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,BMSSYS0000011225,
Fungi,lichen,Micarea synotheoides,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000018839,
Fungi,lichen,Micarea viridiatra,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,Yes,-,-,-,-,NBNSYS0000018843,
Fungi,lichen,Micarea xanthonica,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,Yes,-,-,-,-,NHMSYS0001442973,
Fungi,lichen,Miriquidica garovaglii,a Lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039686,
Fungi,lichen,Miriquidica intrudens,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001489672,
Fungi,lichen,Miriquidica nigroleprosa var. liljenstroemii,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NHMSYS0001489677,
Fungi,lichen,Multiclavula vernalis,Moss Club,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0001489998,
Fungi,lichen,Mycoblastus alpinus,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0001490327,
Fungi,lichen,Nephroma arcticum,Arctic Kidney-lichen,Yes,Yes,-,NBN map,EN,WCA 1981,Yes,-,Yes,Yes,-,-,-,NBNSYS0000019316,2452
Fungi,lichen,Nephroma laevigatum,a Kidney-lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019317,
Fungi,lichen,Nephroma tangeriense,a Kidney-lichen,-,-,Yes,NBN map,NT,-,-,Yes,Yes,Yes,-,-,-,NBNSYS0000039691,
Fungi,lichen,Ochrolechia arborea,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,BMSSYS0000012143,
Fungi,lichen,Ochrolechia szatalaensis,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NHMSYS0001491025,
Fungi,lichen,Opegrapha areniseda,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000019198,
Fungi,lichen,Opegrapha fumosa,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000039701,
Fungi,lichen,Opegrapha paraxanthodes,a Lichen,-,-,Yes,NBN map,NT,-,Yes,-,Yes,-,-,-,-,NBNSYS0000019218,
Fungi,lichen,Opegrapha saxigena,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019227,
Fungi,lichen,Pachyphiale fagicola,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000016974,
Fungi,lichen,Pannaria conoplea,Mealy Rimmed Shingle lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NHMSYS0001491680,
Fungi,lichen,Pannaria rubiginosa,Red-eyed Shingle lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000018862,
Fungi,lichen,Parmelia submontana,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039703,
Fungi,lichen,Parmeliella parvula,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,BMSSYS0000012820,
Fungi,lichen,Parmeliella testacea,a Lichen,-,-,Yes,NBN map,NT,-,-,Yes,-,-,-,-,-,NBNSYS0000018914,2483
Fungi,lichen,Parmeliella triptophylla,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NHMSYS0001491903,
Fungi,lichen,Peltigera britannica,a Dog-lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NHMSYS0001492052,
Fungi,lichen,Peltigera collina,a Dog-lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019323,
Fungi,lichen,Peltigera elisabethae,a Dog-lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NHMSYS0001492056,
Fungi,lichen,Peltigera lepidophora,Ear-lobed Dog-lichen,Yes,Yes,-,NBN map,CR,WCA 1981,Yes,-,Yes,Yes,-,-,-,NBNSYS0000019329,505
Fungi,lichen,Peltigera malacea,Matt Felt Lichen,Yes,Yes,-,NBN map,EN,-,-,-,Yes,-,-,-,-,NBNSYS0000019331,2489
Fungi,lichen,Peltigera ponojensis,a Dog-lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NBNSYS0000039705,
Fungi,lichen,Peltigera scabrosa,a Dog-lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019337,
Fungi,lichen,Peltigera scabrosella,a Dog-lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,BMSSYS0000012915,
Fungi,lichen,Peltigera venosa,Pixie Gowns Lichen,Yes,Yes,-,NBN map,VU,-,Yes,-,Yes,-,Yes,-,-,NBNSYS0000019338,2490
Fungi,lichen,Pertusaria amarescens,a Wart lichen,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NBNSYS0000019379,
Fungi,lichen,Pertusaria borealis,a Wart lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,BMSSYS0000013240,
Fungi,lichen,Pertusaria bryontha,Alpine Moss Pertusaria,Yes,Yes,-,NBN map,CR,WCA 1981,Yes,-,Yes,Yes,-,-,-,NBNSYS0000019381,
Fungi,lichen,Pertusaria flavocorallina,a Wart lichen,-,-,Yes,NBN map,DD,-,-,Yes,Yes,Yes,-,-,-,NBNSYS0000039706,
Fungi,lichen,Pertusaria geminipara,a Wart lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001443082,
Fungi,lichen,Pertusaria glomerata,a Wart lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019394,
Fungi,lichen,Pertusaria melanochlora,a Wart lichen,Yes,Yes,-,NBN map,EN,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019401,
Fungi,lichen,Pertusaria ophthalmiza,a Wart lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019405,
Fungi,lichen,Pertusaria velata,a Lichen,Yes,Yes,-,NBN map,VU,-,-,Yes,-,Yes,-,-,-,NBNSYS0000019416,2493
Fungi,lichen,Phaeographis dendritica,a Script lichen,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NHMSYS0001492987,
Fungi,lichen,Phaeophyscia endococcina,a Lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,-,-,-,-,NBNSYS0000039708,2495
Fungi,lichen,Phylliscum demangeonii,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0001493585,
Fungi,lichen,Phyllopsora rosei,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000018925,
Fungi,lichen,Physcia clementei,a Lichen,-,-,Yes,NBN map,NT,-,-,-,-,Yes,-,-,-,NHMSYS0001493690,
Fungi,lichen,Placidiopsis pseudocinerea,a Lichen,Yes,Yes,-,NBN map,CR,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039709,
Fungi,lichen,Placynthium asperellum,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000019339,
Fungi,lichen,Placynthium lismorense,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NBNSYS0000019342,
Fungi,lichen,Placynthium pluriseptatum,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019346,
Fungi,lichen,Platismatia norvegica,Old Growth Rag lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000018951,
Fungi,lichen,Pleopsidium chlorophanum,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,BMSSYS0000014701,
Fungi,lichen,Poeltinula cerebrina,a Lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000018477,2521
Fungi,lichen,Polyblastia agraria,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,Yes,-,-,-,NHMSYS0001494357,
Fungi,lichen,Polyblastia efflorescens,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000039713,
Fungi,lichen,Polyblastia gothica,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NBNSYS0000154420,
Fungi,lichen,Polyblastia helvetica,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NBNSYS0000020625,
Fungi,lichen,Polyblastia quartzina,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000020629,
Fungi,lichen,Polyblastia sendtneri,a Lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000020630,
Fungi,lichen,Polyblastia terrestris,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000020631,
Fungi,lichen,Polyblastia verrucosa,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000020633,
Fungi,lichen,Polychidium dendriscum,a Lichen,Yes,Yes,-,NBN map,VU,-,-,Yes,Yes,-,-,-,-,NBNSYS0000018952,2524
Fungi,lichen,Polysporina ferruginea,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001494551,
Fungi,lichen,Porina byssophila,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001494640,
Fungi,lichen,Porina coralloidea,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NHMSYS0001494643,
Fungi,lichen,Porina grandis,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000154738,
Fungi,lichen,Porina hibernica,a Lichen,Yes,-,-,NBN map,NT,-,-,Yes,Yes,Yes,-,-,-,NHMSYS0001494649,2529
Fungi,lichen,Porina mammillosa,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NHMSYS0001494652,
Fungi,lichen,Porina sudetica,a Lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039717,2530
Fungi,lichen,Porocyphus kenmorensis,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001494660,
Fungi,lichen,Porocyphus leptogiella,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NHMSYS0001494661,
Fungi,lichen,Porpidia nadvornikiana,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001494693,
Fungi,lichen,Protoblastenia cyclospora,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0001494800,
Fungi,lichen,Protoparmelia atriseda,a Lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000018570,
Fungi,lichen,Protoparmelia memnonia,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001494840,
Fungi,lichen,Protoparmelia nephaea,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001494842,
Fungi,lichen,Pseudocyphellaria crocata,Yellow Specklebelly,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019351,
Fungi,lichen,Pseudocyphellaria intricata,a Lichen,-,-,Yes,NBN map,NT,-,-,Yes,-,-,-,-,-,NBNSYS0000019352,2537
Fungi,lichen,Pseudocyphellaria lacerata,Ragged Pseudocyphellaria,Yes,Yes,-,NBN map,VU,WCA 1981,Yes,Yes,Yes,-,-,-,-,NBNSYS0000019353,2538
Fungi,lichen,Pseudocyphellaria norvegica,a Lichen,-,-,Yes,NBN map,-,-,Yes,Yes,-,-,-,-,-,NBNSYS0000019354,537
Fungi,lichen,Psora globifera,a Lichen,Yes,Yes,-,NBN map,CR,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039731,
Fungi,lichen,Psora rubiformis,Rusty Alpine Psora,Yes,Yes,-,NBN map,VU,WCA 1981,Yes,-,Yes,Yes,-,-,-,NBNSYS0000018968,
Fungi,lichen,Pterygiopsis lacustris,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001495459,
Fungi,lichen,Ptychographa xylographoides,a Lichen,-,-,Yes,NBN map,NT,-,-,Yes,-,-,-,-,-,NBNSYS0000019238,
Fungi,lichen,Punctelia borreri,a Lichen,-,-,Yes,NBN map,-,-,-,-,-,Yes,-,-,-,NBNSYS0000155498,
Fungi,lichen,Pycnora leucococca,a lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0001495829,
Fungi,lichen,Pycnora xanthococca,a Lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001495831,
Fungi,lichen,Pyrenocollema caesium,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001495847,
Fungi,lichen,Pyrenopsis furfurea,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000018974,
Fungi,lichen,Pyrenopsis grumulifera,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NBNSYS0000039735,
Fungi,lichen,Pyrenopsis impolita,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0001495906,
Fungi,lichen,Pyrenula coryli,a Lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039737,
Fungi,lichen,Pyrenula dermatodes,a Lichen,Yes,Yes,-,NBN map,CR,-,-,Yes,Yes,Yes,-,-,-,NBNSYS0000019900,2552
Fungi,lichen,Pyrenula hibernica,Oil-Stain Parmentaria,Yes,Yes,-,NBN map,VU,-,Yes,Yes,Yes,Yes,-,-,-,NHMSYS0001495926,2553
Fungi,lichen,Pyrenula laevigata,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019901,
Fungi,lichen,Pyrenula microtheca,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001495928,
Fungi,lichen,Pyrenula occidentalis,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019903,
Fungi,lichen,Pyrrhospora rubiginans,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,BMSSYS0000015801,
Fungi,lichen,Ramalina capitata,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NBNSYS0000039739,
Fungi,lichen,Ramalina fraxinea,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000018988,
Fungi,lichen,Ramalina portuensis,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000018992,
Fungi,lichen,Ramboldia insidiosa,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,BMSSYS0000015982,
Fungi,lichen,Ramonia azorica,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001496083,
Fungi,lichen,Ramonia chrysophaea,a Lichen,-,-,Yes,NBN map,NT,-,-,Yes,-,Yes,-,-,-,NHMSYS0001496084,2559
Fungi,lichen,Ramonia dictyospora,a Lichen,Yes,-,-,NBN map,NT,-,-,Yes,Yes,-,-,-,-,NBNSYS0000039740,2560
Fungi,lichen,Reichlingia leopoldii,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001496149,
Fungi,lichen,Rhexophiale rhexoblephara,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,BMSSYS0000016167,
Fungi,lichen,Rhizocarpon amphibium,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,BMSSYS0000016195,
Fungi,lichen,Rhizocarpon anaperum,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,BMSSYS0000016196,
Fungi,lichen,Rhizocarpon caeruleoalbum,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NBNSYS0000039746,
Fungi,lichen,Rhizocarpon caesium,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NHMSYS0001443217,
Fungi,lichen,Rhizocarpon chioneum,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NBNSYS0000039747,
Fungi,lichen,Rhizocarpon cinereonigrum,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,BMSSYS0000016205,
Fungi,lichen,Rhizocarpon cinereovirens,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0001496255,
Fungi,lichen,Rhizocarpon copelandii,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NHMSYS0001496259,
Fungi,lichen,Rhizocarpon eupetraeoides,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NHMSYS0001496261,
Fungi,lichen,Rhizocarpon inarense,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039762,
Fungi,lichen,Rhizocarpon intermediellum,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039763,
Fungi,lichen,Rhizocarpon jemtlandicum,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NHMSYS0001496276,
Fungi,lichen,Rhizocarpon ridescens,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,Yes,-,-,-,NHMSYS0001496289,
Fungi,lichen,Rhizocarpon simillimum,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NBNSYS0000039774,
Fungi,lichen,Rhizocarpon sublavatum,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0001443232,
Fungi,lichen,Rhizocarpon submodestum,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,BMSSYS0000016245,
Fungi,lichen,Rhizocarpon subpostumum,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,BMSSYS0000016246,
Fungi,lichen,Rhizocarpon superficiale,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,-,-,-,-,NHMSYS0001496295,
Fungi,lichen,Rimularia fuscosora,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039779,
Fungi,lichen,Rimularia globulosa,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,Yes,-,NHMSYS0001443237,
Fungi,lichen,Rimularia sphacelata,a Lichen,Yes,Yes,-,NBN map,CR,-,-,-,Yes,Yes,-,-,-,NBNSYS0000041626,
Fungi,lichen,Rinodina aspersa,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000018269,
Fungi,lichen,Rinodina degeliana,a Lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,BMSSYS0000016417,2570
Fungi,lichen,Rinodina flavosoralifera,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,BMSSYS0000016422,
Fungi,lichen,Rinodina interpolata,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000019007,
Fungi,lichen,Rinodina isidioides,a Lichen,-,-,Yes,NBN map,NT,-,-,Yes,-,Yes,-,-,-,NBNSYS0000019008,2571
Fungi,lichen,Rinodina laevigata,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0001496495,
Fungi,lichen,Rinodina milvina,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NHMSYS0001496498,
Fungi,lichen,Rinodina mniaraea var. cinnamomea,a Lichen,Yes,Yes,-,NBN map,EN,-,-,-,Yes,Yes,-,-,-,BMSSYS0000016426,
Fungi,lichen,Rinodina mniaraea var. mniaraeiza,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,BMSSYS0000016428,
Fungi,lichen,Rinodina occulta,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0001496501,
Fungi,lichen,Rinodina parasitica,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039783,
Fungi,lichen,Rinodina roboris var. roboris,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,BMSSYS0000016431,
Fungi,lichen,Ropalospora hibernica,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NHMSYS0001496545,
Fungi,lichen,Sagiolechia protuberans,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000016949,
Fungi,lichen,Schadonia fecunda,a Lichen,Yes,Yes,-,NBN map,VU,-,-,-,Yes,Yes,-,-,-,NHMSYS0001497115,
Fungi,lichen,Schaereria corticola,a Lichen,-,-,Yes,NBN map,DD,-,-,-,Yes,Yes,-,-,-,NBNSYS0000039785,
Fungi,lichen,Schaereria fuscocinerea var. sorediata,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NHMSYS0000841049,
Fungi,lichen,Schismatomma cretaceum,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019242,
Fungi,lichen,Schismatomma graphidioides,a Lichen,Yes,Yes,-,NBN map,VU,-,Yes,Yes,Yes,-,-,-,-,NBNSYS0000019244,562
Fungi,lichen,Schismatomma niveum,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NHMSYS0001497129,
Fungi,lichen,Schismatomma quercicola,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NHMSYS0001497133,
Fungi,lichen,Schismatomma umbrinum,a Lichen,-,-,Yes,NBN map,-,-,-,Yes,-,-,-,-,-,NBNSYS0000019196,
Fungi,lichen,Sclerophora pallida,a Lichen,-,-,Yes,NBN map,VU,-,Yes,-,-,-,-,-,-,NHMSYS0001497251,2593
Fungi,lichen,Siphula ceratites,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,Yes,-,-,-,NBNSYS0000019041,
Fungi,lichen,Solorina bispora,a Lichen,-,-,Yes,NBN map,-,-,-,-,Yes,-,-,-,-,NHMSYS0001596564,
Fungi,lichen,Spilonema paradoxum,a Lichen,-,-,Yes,NBN map,NT,-,-,-,Yes,-,-,-,-,NBNSYS0000019045,
